Microcolony Code,Date,Time,Initials,Temp,Humidity,Activity Code,MC Mass,n Total Drones,n New Drones,n Worker Deaths,Brood Code,work repl,drone rm,P Mass Remain,N Mass Remain,P Mass Provid,N Mass Provid
3.2,7/18/18,12:37 PM,AF,26.6,60,C,435.85,0,0,0,EHP,,,N/A,12.95,1.0204,16.0333
3.2,7/21/18,15:52,JH,26.5,70,AC,437.91,0,0,0,EHP,,,N/A,7.12,3.96,26.78
3.2,7/24/18,1:36 PM,AF,27,60,C,441.08,2,2,0,EHP,,2,3.43,9.66,3.86,26.32
3.2,7/27/18,2:44 PM,AF,26.4,60,C,442.47,0,0,0,EHP,,,N/A,14.21,3.91,26.04
3.2,7/30/18,10:56 AM,AF,26.8,63,C,445.18,0,0,0,EHP,,,N/A,20.64,1,13.36
3.2,8/2/18,1:58 PM,AF,26.7,60,C,444.82,3,3,0,EP,,3,7.21,6.5,1,13.8
3.2,8/5/18,9:49 AM,AF,26.2,61,C,436.78,6,6,0,EH,,6,N/A,6.87,1.01,14.45
2.3,6/21/18,1:57 PM,AF,26.6,59,C,427.6,0,0,0,EHP,,,N/A,,2.0086,17.9294
2.3,6/24/18,1:33 PM,AF,28.8,59,C,429.46,0,0,1,EHP,1,,N/A,9.11,1.9944,17.0933
2.3,6/27/18,3:35 PM,AF,26.7,57,C,431.02,0,0,0,EHP,,,6.03,10.27,2.0124,17.4564
2.3,6/30/18,3:50 PM,AF,26.4,60,C,429.6,0,0,0,EHP,,,N/A,8.26,1.9829,17.2058
2.3,7/3/18,5:51 PM,AF,26.2,62,CF,432.29,4,4,0,EHP,,,N/A,8.37,1.9791,16.2303
2.3,7/6/18,5:44 PM,AF,26.1,61,C,434.92,6,2,0,EHP,,,5.76,8.41,2.0038,17.2802
2.3,7/9/18,2:18 PM,AF,26.6,63,C,428.66,6,0,0,EHP,,,N/A,12.17,2.0129,18.2996
2.3,7/12/18,2:59 PM,AF,26.6,59,C,431.67,6,0,0,EHP,6,,N/A,10.64,2.0303,17.5796
2.3,7/15/18,2:10 PM,AF,26.5,63,C,433.74,0,0,0,EHP,,,6.72,11.68,1.9076,17.337
2.3,7/18/18,12:02 PM,AF,26.3,59,C,429.16,2,2,1,EHP,1,2,N/A,11.28,2.0029,18.0999
2.3,7/21/18,2:26 PM,AF,26.8,62,C,431.77,2,2,0,EHP,,2,N/A,11.14,2,17.89
2.3,7/24/18,12:27 PM,AF,26.7,61,C,430.09,3,3,0,EHP,,3,5,12.54,2,17.68
2.3,7/27/18,2:07 PM,AF,26.6,63,C,428.48,2,2,0,EHP,,2,N/A,18.69,2,18.3
2.3,7/30/18,10:49 AM,AF,26.4,65,C,430.48,0,0,0,EHP,,,N/A,13.27,2,17.71
2.3,8/2/18,1:39 PM,AF,26.4,61,C,430.21,0,0,0,EHP,,,3.6,8.41,2,17.18
2.3,8/5/18,9:23 AM,AF,25.9,60,C,430.87,0,0,0,EHP,,,N/A,11.21,2,17.18
2.6,6/21/18,1:59 PM,AF,26.6,59,C,430.72,0,0,0,EHP,,,N/A,,2.001,17.5511
2.6,6/24/18,1:41 PM,AF,26.8,58,AC,432.78,0,0,1,EH,1,,N/A,13.07,2.0337,18.2486
2.6,6/27/18,3:39 PM,AF,26.7,57,C,433.96,0,0,1,EH,1,,6.3,13.82,2.0289,17.6887
2.6,6/30/18,3:52 PM,AF,26.5,61,C,429.78,0,0,1,EHP,1,,N/A,11.61,1.9958,17.4268
2.6,7/3/18,5:54 PM,AF,26.2,62,C,432.38,0,0,3,EHP,3,,N/A,12.36,1.9976,17.6725
2.6,7/6/18,3:45 PM,AF,26.2,61,C,435.59,2,2,0,EHP,,,5.62,10.62,2.0132,17.377
2.6,7/9/18,2:20 PM,AF,26.6,64,C,430.32,2,0,0,EHP,,,N/A,8.43,1.9841,17.7525
2.6,7/12/18,3:08 PM,AF,26.6,59,C,431.26,2,0,0,EHP,,2,N/A,11.07,2.0275,17.6292
2.6,7/15/18,2:14 PM,AF,26.5,62,C,436.73,0,0,0,EHP,,,3.46,8.08,1.9933,16.4853
2.6,7/18/18,12:10 PM,AF,26.4,62,C,433.62,0,0,0,EHP,,,N/A,7.95,2.0342,17.4469
2.6,7/21/18,2:30 PM,AF,26.8,62,C,432.33,0,0,0,EP,,,N/A,5.32,2.03,18.52
2.6,7/24/18,12:34 PM,AF,26.6,59,C,435.12,1,1,0,EHP,,,3.74,9.21,1.98,18.07
2.6,7/27/18,2:11 PM,AF,26.6,62,AC,433.32,5,5,0,EHP,,4,N/A,6.83,2.01,17.79
2.6,7/30/18,10:31 AM,AF,26.5,65,C,435.65,1,0,0,EHP,,1,N/A,9.5,2,18
2.6,8/2/18,1:26 PM,AF,26.6,61,CF,435.92,0,0,0,EHP,,,2.97,7.23,2,16.94
2.6,8/5/18,9:25 AM,AF,25.9,60,C,435.4,2,2,1,EHP,1,2,N/A,10.37,2,18.67
4.4,6/21/18,2:33 PM,AF,26.6,58,C,424.52,0,0,0,EHP,,,N/A,X,0.7611,11.7237
4.4,6/24/18,2:12 PM,AF,27,60,C,423.76,0,0,0,EHP,,,N/A,6.68,0.7407,10.4405
4.4,6/27/18,4:07 PM,AF,26.7,55,C,423.46,0,0,1,EHP,1,,1.82,5.74,0.7165,11.7062
4.4,6/30/18,4:11 PM,AF,26.6,62,AC,422.56,0,0,1,EHP,1,,N/A,6.03,1.5811,19.796
4.4,7/3/18,6:35 PM,AF,26.3,62,C,425.49,0,0,0,EHP,,,N/A,11.16,1.5811,29.1526
4.4,7/6/18,6:12 PM,AF,26.2,57,C,428.56,5,5,0,EHP,,,2.72,10.58,1.5684,18.5588
4.4,7/9/18,2:39 PM,AF,26.6,62,C,424.13,7,2,0,EHP,,1,N/A,10.16,0.7535,11.8163
4.4,7/12/18,4:45 PM,AF,26.5,59,CL,424.38,8,2,1,EHP,1,8,N/A,10.79,0.7226,11.4626
4.4,7/15/18,2:51 PM,AF,26.4,61,C,425.25,0,0,2,EHP,2,,1.71,7.45,0.7784,11.7803
4.4,7/18/18,12:39 PM,AF,26.4,60,CL,422.48,0,0,1,EP,,,N/A,7.46,7470,11.4123
4.4,7/21/18,15:55,JH,26.5,70,L,422.729,2,2,0,E,,2,N/A,7.91,1.61,19.08
4.4,7/24/18,13:42,AF,26.9,58,C,424.02,1,1,1,E,1,1,1.92,12.85,1.63,20.69
4.4,7/27/18,2:46 PM,AF,26.4,59,C,424.4,0,0,0,EHP,,,N/A,10.54,1.58,20.72
4.4,7/30/18,11:58 AM,AF,26.8,63,C,425.41,0,0,1,EHP,1,,N/A,14.95,0.75,12.05
4.4,8/2/18,2:05 PM,AF,26.7,59,CF,424.82,0,0,2,EP,2,,1.12,6.94,0.76,11.07
4.4,8/5/18,9:56 AM,AF,26.5,63,C,423.26,0,0,1,EP,1,,N/A,5.82,0.74,12.44
4.5,6/21/18,2:15 PM,AF,26.6,58,C,427.53,0,0,1,,1,,N/A,x,0.7518,10.5238
4.5,6/24/18,2:03 PM,AF,26.9,61,C,427.56,0,0,0,EH,,,N/A,5.89,0.7823,12.0419
4.5,6/27/18,3:53 PM,AF,26.7,56,C,428.41,0,0,0,EHP,,,3.53,6.5,0.7505,11.3414
4.5,6/30/18,4:04 PM,AF,26.9,63,CF,425.04,0,0,0,EHP,,,N/A,5.59,1.6281,20.409
4.5,7/3/18,6:32 PM,AF,26.2,60,C,427.76,0,0,0,EHP,,,N/A,9.12,1.6168,18.9227
4.5,7/6/18,6:01 PM,AF,26.2,61,C,430.69,1,1,0,EHP,,,3.68,11.49,1.6146,19.9098
4.5,7/9/18,2:27 PM,AF,26.6,64,C,426.46,2,1,1,EHP,1,,N/A,15.38,0.7385,11.8189
4.5,7/12/18,3:52 PM,AF,26.9,62,CLF,426.77,4,2,0,EHP,,4,N/A,6.48,0.7776,11.6688
4.5,7/15/18,2:30 PM,AF,26.4,61,C,428.6,0,0,0,EHP,,,2.25,6.65,0.7809,11.8693
4.5,7/18/18,12:24 PM,AF,26.4,62,C,425.42,0,0,0,EHP,,,N/A,7.09,0.7243,11.4123
4.5,7/21/18,3:45 PM,JH,26.5,69,L,425.94,0,0,0,E,,,N/A,6.53,1.62,19.49
4.5,7/24/18,1:25 PM,AF,27.1,62,C,427.26,1,1,0,EHP,,1,2.47,12.66,1.58,20.58
4.5,7/27/18,2:33 PM,AF,26.3,60,C,428.96,0,0,0,EHP,,,N/A,9.18,1.6,20.45
4.5,7/30/18,11:51 AM,AF,26.7,62,C,425.84,0,0,0,EHP,,,N/A,13.22,0.75,12.23
4.5,8/2/18,1:45 PM,AF,26.8,62,C,428.45,0,0,0,EP,,,2.46,6.95,0.75,11.21
4.5,8/5/18,9:40 AM,AF,25.9,60,CF,426.44,0,0,0,EP,,,N/A,6.91,0.76,11.8
2.5,6/21/18,2:41 PM,AF,26.6,58,C,432.25,0,0,0,HP,,,N/A,,2.0274,17.65
2.5,6/24/18,2:26 PM,AF,26.9,59,C,433.58,0,0,1,EP,1,,N/A,9.54,1.9864,16.9688
2.5,6/27/18,3:23 PM,AF,26.6,55,C,433.76,0,0,1,EP,0,,2.08,9.6,2.0221,17.9688
2.5,6/30/18,4:18 PM,AF,26.6,62,C,433.68,0,0,0,EHP,0,,N/A,11.21,1.9742,17.2655
2.5,7/3/18,6:44 PM,AF,26.3,62,C,435.31,0,0,0,,1,,N/A,11.53,1.9386,17.6998
2.5,7/6/18,6:21 PM,AF,26.2,58,C,438.5,2,2,0,,,,6.61,12.59,2.0113,17.99
2.5,7/9/18,2:51 PM,AF,26.6,61,C,433.36,4,2,1,,1,,N/A,10,1.9744,18.0363
2.5,7/12/18,5:11 PM,AF,26.6,59,C,436.73,6,2,0,EHP,,6,N/A,10.85,1.9905,17.4607
2.5,7/15/18,3:01 PM,AF,26.4,59,AC,436.25,2,2,0,EHP,,2,4.45,10.57,2.03,18.1135
2.5,7/18/18,12:46 PM,AF,26.4,59,C,433.59,2,2,0,EHP,,1,N/A,10.48,2.0258,17.2031
2.5,7/21/18,4:04 PM,JH,26.6,71,,435.5,1,1,0,,,,N/A,12.3,2.01,18.16
2.5,7/24/18,1:56 PM,AF,26.9,61,C,435.56,0,0,1,EHP,1,,5.28,12.98,2,18.5
2.5,7/27/18,2:52 PM,AF,26.5,60,C,433.58,0,0,1,EHP,1,,N/A,11.07,2.02,17.63
2.5,7/30/18,12:07 PM,AF,26.8,62,C,433.2,0,0,0,EHP,,,N/A,12.98,2,17.55
2.5,8/2/18,2:32 PM,AF,26.6,61,C,436.31,2,2,3,EH,3,2,4.95,10.62,2,17.86
2.5,8/5/18,10:02 AM,AF,26.6,64,C,432.94,0,0,0,EH,,,N/A,11.83,1.99,17.47
2.4,6/21/18,2:36 PM,AF,26.6,58,AC,429.17,0,0,0,EH,,,N/A,X,2.0601,16.97
2.4,6/24/18,2:15 PM,AF,27,60,AC,432.05,0,0,1,E,1,,N/A,9.84,20100,17.0532
2.4,6/27/18,4:13 PM,AF,26.7,58,C,433.48,0,0,0,EHP,,,5.98,10.9,1.9852,16.4389
2.4,6/30/18,4:16 PM,AF,26.6,63,C,429.61,0,0,0,EHP,,,N/A,9.99,2.0421,17.838
2.4,7/3/18,6:42 PM,AF,26.3,62,CF,432.37,0,0,0,EHP,,,N/A,12.49,2.0177,18.0552
2.4,7/6/18,6:17 PM,AF,26.2,57,C,434.46,4,4,0,EHP,,,5.76,12.69,1.9776,16.9014
2.4,7/9/18,2:46 PM,AF,26.6,61,C,429.53,4,0,1,EHP,1,,N/A,10.3,1.9976,17.3423
2.4,7/12/18,5:02 PM,AF,26.6,55,C,431.11,5,1,0,EHP,,5,N/A,12.73,2.0008,17.4002
2.4,7/15/18,2:58 PM,AF,26.4,60,C,432.57,0,0,0,EHP,,,4.66,10.4,2.0021,19.0583
2.4,7/18/18,12:44:00 AM*,AF,26.4,59,C,429.68,0,0,0,EHP,,,N/A,13.9,1.9328,17.9809
2.4,7/21/18,15:59,JH,26.6,71,AC,432.97,0,0,0,EHP,,,N/A,8.2,2.009,17.88
2.4,7/24/18,13:51,AF,26.9,61,CF,434.29,1,1,0,EHP,,1,4.64,8.06,2,17.77
2.4,7/27/18,14:48,AF,26.4,59,C,428.32,1,1,0,EHP,,1,N/A,9.55,2.03,17.83
2.4,7/30/18,12:02 PM,AF,26.8,63,C,433.13,1,1,0,EHP,,1,N/A,10.83,2,17.36
2.4,8/2/18,2:25 PM,AF,26.6,63,C,434.42,2,2,0,EHP,,2,4.02,7.24,2,16.98
2.4,8/5/18,9:59 AM,AF,26.6,64,C,431.32,0,0,1,EHP,1,,N/A,10.1,1.99,17.8
2.1,6/21/18,1:38 PM,AF,26.5,61,C,431.39,0,0,1,EHP,1,,N/A,x,2.0175,17.975
2.1,6/24/18,1:30 PM,AF,26.6,63,C,434.51,0,0,1,EHP,1,,N/A,6.09,2.0019,17.9212
2.1,6/27/18,3:25 PM,AF,26.6,58,CF,435.21,0,0,0,EH,,,5.98,12.74,1.9892,17.271
2.1,6/30/18,3:45 PM,AF,26.2,56,C,431.64,0,0,0,EHP,,,N/A,11.93,2.0051,16.386
2.1,7/3/18,5:45 PM,AF,26.1,62,CF,434.26,2,2,0,EHP,,,N/A,9.95,1.9807,18.0548
2.1,7/6/18,5:37 PM,AF,26.1,60,C,436.68,2,0,0,EHP,,,4.32,11.16,2.0014,16.3768
2.1,7/9/18,2:13 PM,AF,26.5,62,C,431.62,2,0,0,EHP,,,N/A,10.04,2.0146,17.6023
2.1,7/12/18,2:38 PM,AF,26.5,59,C,433.8,2,0,1,EHP,1,2,N/A,10.45,2.0108,17.4766
2.1,7/15/18,2:00 PM,AF,26.4,63,C,436.58,0,0,0,EHP,,,3.62,10.5,2.0033,17.2021
2.1,7/18/18,11:59 AM,AF,26.3,59,C,433.33,0,0,0,EHP,,,N/A,10.01,1.98919,18.1743
2.1,7/21/18,2:18 PM,AF,26.8,61,C,434.96,0,0,0,EHP,,,N/A,8.17,2.01,19.06
2.1,7/24/18,12.10 PM,AF,26.5,62,C,433.66,5,5,0,EHP,,5,5.02,12.65,2.02,18.33
2.1,7/27/18,1:57 PM,AF,26.7,64,C,433.5,3,3,0,EH,,3,N/A,9.52,2.02,17.51
2.1,7/30/18,10:45 AM,AF,26.3,64,C,434.44,0,0,0,EH,,,N/A,13.37,2,18.25
2.1,8/2/18,1:10 PM,AF,26.3,62,C,436.69,0,0,0,EHP,,,4.18,8.42,2,18.38
2.1,8/5/18,9:19 AM,AF,25.9,60,C,434.24,0,0,0,EHP,,,N/A,13.17,2,17.65
3.1,6/21/18,2:45 PM,AF,26.6,58,C,425.35,0,0,0,E,,,N/A,,1.0021,13.016
3.1,6/24/18,2:41 PM,AF,26.9,61,CF,426.96,0,0,0,EH,,,N/A,7.15,0.9674,14.5556
3.1,6/27/18,4:31 PM,AF,26.9,62,CF,427.02,0,0,0,EHP,,,2.84,6.98,0.9983,15.2287
3.1,6/30/18,4:24 PM,AF,26.6,62,C,425.29,0,0,0,EHP,,,N/A,6.27,3.9177,25.6156
3.1,7/3/18,6:50 PM,AF,26.3,61,C,429.31,0,0,0,EHP,,,N/A,16.85,3.863,24.7499
3.1,7/6/18,6:38 PM,AF,26.2,58,C,433.89,3,3,0,EHP,,,7.2,15.68,3.9079,25.2749
3.1,7/9/18,2:58 PM,AF,26.5,60,C,429.57,7,4,0,EHP,,,N/A,15.54,0.9824,13.9988
3.1,7/12/18,5:19 PM,AF,26.6,59,C,429.76,9,2,0,EHP,,9,N/A,8.81,1.0196,13.9003
3.1,7/15/18,3:07 PM,AF,26.4,58,C,428.31,2,2,0,EHP,,2,3.87,7.48,0.9669,13.3268
3.1,7/18/18,12:53 PM,AF,26.4,59,C,426.27,2,2,0,EHP,,2,N/A,10.6,0.9909,16.0764
3.1,7/21/18,4:05 PM,JH,26.6,71,CL,426.59,0,0,0,,,,N/A,7.6,3.87,25.66
3.1,7/24/18,2:03 PM,AF,26.9,60,C,430.64,1,1,0,EHP,,1,4.1,17.38,3.9,27.1
3.1,7/27/18,2:55 PM,AF,26.6,61,C,430.76,0,0,0,EHP,,,N/A,18.43,3.92,25.79
3.1,7/30/18,2:10 PM,AF,26.8,62,C,433.46,0,0,0,EHP,,,N/A,21.09,1,16.37
3.1,8/2/18,2:42 PM,AF,26.6,60,CL,433.77,0,0,0,EHP,,,6.76,7.79,1,13.81
3.1,8/5/18,10:04 AM,AF,26.6,64,C,426.84,0,0,0,EHP,,,N/A,7.61,1,13.79
1.6,6/21/18,2:48 PM,AF,26.6,58,CF,425.93,0,0,1,EH,,1,N/A,x,1.0134,13.6101
1.6,6/24/18,2:45 PM,AF,26.5,52,C,426.58,0,0,0,EH,,,N/A,6.27,0.9973,14.2005
1.6,6/27/18,4:36 PM,AF,27.1,64,CF,427.51,0,0,0,EHP,,,1.27,6.42,0.9675,14.0879
1.6,6/30/18,4:26 PM,AF,26.6,62,CF,427.15,0,0,0,EHP,,,N/A,6.75,0.9886,12.3652
1.6,7/4/18,6:53 PM,AF,26.3,61,C,427.29,0,0,0,EHP,,,N/A,7.07,1.017,14.3581
1.6,7/6/18,6:30 PM,AF,26.2,60,CF,423.27,0,0,0,EHP,,,1.33,7.53,0.9631,14.3293
1.6,7/9/18,3:01 PM,AF,26.5,60,CLF,425.53,3,3,0,EHP,,,N/A,7.56,0.9889,15.7206
1.6,7/12/18,5:28 PM,AF,26.6,59,CLF,426.51,9,6,0,EHP,,9,N/A,9.46,1.0185,13.8276
1.6,7/15/18,3:15 PM,AF,26.4,61,C,426.35,4,4,0,EHP,,4,1.4,8.21,1.0436,14.1302
1.6,7/18/18,1:33 PM,AF,26.2,60,C,427.31,3,3,0,EP,,3,N/A,9.81,1.0251,14.337
1.6,7/21/18,4:08 PM,JH,26.6,71,CL,426.18,0,0,0,E,,,N/A,7.63,1.01,12.96
1.6,7/24/18,2:09 PM,AF,26.8,58,L,427.09,0,0,0,EHP,,,2.02,7.88,0.98,14.91
1.6,7/27/18,2:57 PM,AF,26.7,62,L,426.15,0,0,0,EH,,,N/A,7.91,1.02,13.56
1.6,7/30/18,12:12 PM,AF,26.8,62,C,426.35,0,0,0,EHP,,,N/A,10.75,1.02,13.87
1.6,8/2/18,2:46 PM,AF,26.6,58,CLF,427.45,0,0,0,EP,,,2.37,8.07,1,13.29
1.6,8/5/18,10:06 AM,AF,26.6,63,C,424.88,0,0,1,EP,1,,N/A,10.76,1.02,13.88