rep,id,date,it.distance,notes,trt_pulse,trt_total
2,2.2,2018-08-06,3.1,NA,constant,100
2,2.7,2018-08-06,3.051,NA,constant,100
2,2.7,2018-08-06,3.43,NA,constant,100
2,2.7,2018-08-06,3.492,NA,constant,100
2,2.2,2018-07-18,3.033,NA,constant,100
2,2.2,2018-07-18,2.71,NA,constant,100
2,1.2,2018-07-23,2.884,NA,constant,60
2,4.3,2018-07-23,3.15,NA,pulse,60
2,4.3,2018-07-23,3.217,NA,pulse,60
2,4.3,2018-07-23,3.359,NA,pulse,60
2,4.1,2018-07-13,2.677,NA,pulse,60
2,4.1,2018-07-13,3.067,NA,pulse,60
2,4.1,2018-07-13,2.984,NA,pulse,60
2,4.1,2018-07-13,3.067,NA,pulse,60
2,4.1,2018-07-13,3.135,NA,pulse,60
2,4.3,2018-07-26,3.46,NA,pulse,60
2,2.1,2018-07-26,3.168,NA,constant,100
2,2.1,2018-07-26,3.019,NA,constant,100
2,2.1,2018-07-26,2.952,NA,constant,100
2,2.1,2018-07-26,3.085,NA,constant,100
2,3.2,2018-07-13,3.169,NA,pulse,100
2,3.2,2018-07-13,2.847,NA,pulse,100
2,3.2,2018-07-13,3.248,NA,pulse,100
2,3.2,2018-07-13,3.428,NA,pulse,100
2,3.2,2018-07-13,2.84,NA,pulse,100
2,3.2,2018-07-13,3.152,NA,pulse,100
2,3.2,2018-08-06,3,NA,pulse,100
2,3.2,2018-08-06,3.173,NA,pulse,100
2,3.2,2018-08-06,3.103,NA,pulse,100
2,1.1,2018-07-30,3.041,NA,constant,60
2,3.6,2018-07-13,3.148,NA,pulse,100
2,3.7,2018-08-02,3.148,NA,pulse,100
2,3.7,2018-08-02,3.213,NA,pulse,100
2,3.7,2018-08-02,3.016,NA,pulse,100
2,3.7,2018-08-02,3.05,NA,pulse,100
2,3.7,2018-08-02,3.378,NA,pulse,100
2,2.6,2018-07-30,3.611,NA,constant,100
2,2.6,2018-07-30,3.524,NA,constant,100
2,2.6,2018-07-30,3.298,NA,constant,100
2,2.6,2018-07-30,3.6,NA,constant,100
2,1.6,2018-07-18,2.721,NA,constant,60
2,1.6,2018-07-18,2.738,NA,constant,60
2,3.7,2018-07-16,3.633,NA,pulse,100
2,3.6,2018-07-13,3.23,NA,pulse,100
2,3.6,2018-07-13,3.361,NA,pulse,100
2,3.6,2018-07-13,3.154,NA,pulse,100
2,3.6,2018-07-13,3.05,NA,pulse,100
2,3.6,2018-07-13,3.373,NA,pulse,100
2,2.6,2018-08-02,3.674,NA,constant,100
2,2.5,2018-08-06,2.722,NA,constant,100
2,2.5,2018-08-06,3.029,NA,constant,100
2,2.5,2018-08-09,3.184,NA,constant,100
2,2.5,2018-08-09,3.262,NA,constant,100
2,2.5,2018-07-18,3.175,NA,constant,100
2,2.1,2018-07-13,2.889,NA,constant,100
2,2.1,2018-07-13,3.721,NA,constant,100
2,3.2,2018-07-13,3.311,NA,pulse,100
2,3.2,2018-07-13,2.924,NA,pulse,100
2,3.2,2018-07-13,3.182,NA,pulse,100
2,3.2,2018-07-13,2.985,NA,pulse,100
2,3.2,2018-07-13,3.023,NA,pulse,100
2,3.2,2018-07-13,3.361,NA,pulse,100
2,3.2,2018-07-13,3.1,NA,pulse,100
2,3.2,2018-07-13,3.77,NA,pulse,100
2,3.2,2018-07-13,3.387,NA,pulse,100
2,2.4,2018-08-02,2.426,NA,constant,100
2,2.4,2018-07-26,2.688,NA,constant,100
2,2.6,2018-07-13,3.295,NA,constant,100
2,2.6,2018-07-13,3.204,NA,constant,100
2,4.4,2018-07-23,3.053,NA,pulse,60
2,4.4,2018-07-23,2.801,NA,pulse,60
2,3.3,2018-07-23,2.995,NA,pulse,100
2,3.6,2018-07-30,2.885,NA,pulse,100
2,3.2,2018-07-16,2.135,NA,pulse,100
2,3.2,2018-07-16,3.427,NA,pulse,100
2,4.1,2018-07-26,2.617,NA,pulse,60
2,4.4,2018-07-13,3.464,NA,pulse,60
2,4.4,2018-07-13,2.81,NA,pulse,60
2,4.4,2018-07-13,3.102,NA,pulse,60
2,4.4,2018-07-13,3.073,NA,pulse,60
2,4.4,2018-07-13,3.382,NA,pulse,60
2,4.4,2018-07-13,2.736,NA,pulse,60
2,4.4,2018-07-13,3.068,NA,pulse,60
2,4.4,2018-07-13,3.445,NA,pulse,60
2,4.4,2018-07-13,2.822,NA,pulse,60
2,3.2,2018-08-09,3.003,NA,pulse,100
2,3.2,2018-08-09,3.459,NA,pulse,100
2,3.2,2018-08-09,2.837,NA,pulse,100
2,3.2,2018-08-09,3.118,NA,pulse,100
2,3.2,2018-08-09,3.115,NA,pulse,100
2,3.2,2018-08-09,3.45,NA,pulse,100
2,3.3,2018-08-09,3.495,NA,pulse,100
2,3.3,2018-08-09,3.297,NA,pulse,100
2,3.3,2018-08-09,3.433,NA,pulse,100
2,4.3,2018-07-13,3.203,NA,pulse,60
2,4.3,2018-07-13,3.396,NA,pulse,60
2,4.3,2018-07-13,2.936,NA,pulse,60
2,4.3,2018-07-13,3.525,NA,pulse,60
2,4.4,2018-07-26,3.114,NA,pulse,60
2,1.1,2018-07-26,3.263,NA,constant,60
2,3.1,2018-07-13,2.788,NA,pulse,100
2,3.1,2018-07-13,3.017,NA,pulse,100
2,3.1,2018-07-13,3.251,NA,pulse,100
2,3.1,2018-07-13,3.001,NA,pulse,100
2,3.1,2018-07-13,2.754,NA,pulse,100
2,3.1,2018-07-13,2.722,NA,pulse,100
2,3.1,2018-07-13,2.715,NA,pulse,100
2,3.1,2018-07-13,3.292,NA,pulse,100
2,3.7,2018-07-30,3.82,NA,pulse,100
2,3.7,2018-07-30,4.2,NA,pulse,100
2,3.7,2018-07-30,3.741,NA,pulse,100
2,2.7,2018-07-13,2.706,NA,constant,100
2,2.7,2018-07-13,3.664,NA,constant,100
2,2.6,2018-07-26,3.378,NA,constant,100
2,4.7,2018-07-26,2.798,NA,pulse,60
2,4.7,2018-07-26,2.841,NA,pulse,60
2,2.4,2018-07-30,2.762,NA,constant,100
2,1.5,2018-08-02,2.826,NA,constant,60
2,1.5,2018-08-02,3.246,NA,constant,60
2,1.3,2018-08-09,2.804,NA,constant,60
2,1.3,2018-08-09,2.771,NA,constant,60
2,4.3,2018-08-02,2.975,NA,pulse,60
2,4.3,2018-08-02,2.73,NA,pulse,60
2,1.1,2018-07-13,3.279,NA,constant,60
2,2.6,2018-08-09,3.315,NA,constant,100
2,2.6,2018-08-09,3.136,NA,constant,100
2,4.7,2018-07-13,3.104,NA,pulse,60
2,4.7,2018-07-13,2.794,NA,pulse,60
2,4.7,2018-07-13,3.146,NA,pulse,60
2,4.7,2018-07-13,2.73,NA,pulse,60
2,4.7,2018-07-13,3.165,NA,pulse,60
2,4.7,2018-07-13,3.035,NA,pulse,60
2,1.6,2018-07-13,2.773,NA,constant,60
2,1.6,2018-07-13,3.339,NA,constant,60
2,1.6,2018-07-13,3.09,NA,constant,60
2,1.6,2018-07-13,3.036,NA,constant,60
2,1.6,2018-07-13,3.465,NA,constant,60
2,1.6,2018-07-13,3.255,NA,constant,60
2,1.6,2018-07-13,2.965,NA,constant,60
2,1.6,2018-07-13,3.341,NA,constant,60
2,1.6,2018-07-13,3.64,NA,constant,60
3,2.4,2019-01-03,2.839,NA,constant,100
3,2.4,2019-01-03,2.81,NA,constant,100
3,2.5,2019-01-03,3.033,NA,constant,100
3,2.5,2019-01-03,3.148,NA,constant,100
3,3.1,2019-01-03,3.1,NA,pulse,100
3,3.1,2019-01-03,3.267,NA,pulse,100
3,3.3,2019-01-03,2.563,NA,pulse,100
3,3.3,2019-01-03,2.541,NA,pulse,100
3,3.2,2019-01-03,3.001,NA,pulse,100
3,2.3,2019-01-03,3.368,NA,constant,100
3,3.4,2019-01-03,2.415,NA,pulse,100
3,3.5,2019-01-03,3.164,NA,pulse,100
3,4.4,2019-01-03,3.221,NA,pulse,60
3,4.4,2019-01-03,3.227,NA,pulse,60
3,4.7,2019-01-03,2.444,NA,pulse,60
3,4.7,2019-01-03,2.809,NA,pulse,60
3,4.7,2019-01-03,2.377,NA,pulse,60
3,1.3,2019-01-06,3.022,NA,constant,60
3,1.3,2019-01-06,2.715,NA,constant,60
3,4.4,2019-01-06,2.843,NA,pulse,60
3,2.3,2019-01-06,3.386,NA,constant,100
3,2.3,2019-01-06,3.483,NA,constant,100
3,2.3,2019-01-06,2.989,NA,constant,100
3,2.3,2019-01-06,3.235,NA,constant,100
3,2.1,2019-01-06,2.998,NA,constant,100
3,4.4,2019-01-09,2.442,NA,pulse,60
3,2.5,2019-01-09,2.752,NA,constant,100
3,1.4,2019-01-09,2.431,NA,constant,60
3,2.6,2019-01-09,3.345,NA,constant,100
3,2.6,2019-01-09,3.05,NA,constant,100
3,2.6,2019-01-09,3.442,NA,constant,100
3,2.6,2019-01-09,3.148,NA,constant,100
3,2.6,2019-01-09,3.017,NA,constant,100
3,2.1,2019-01-09,3.627,NA,constant,100
3,2.1,2019-01-09,3.005,NA,constant,100
3,4.7,2019-01-09,3.279,NA,pulse,60
3,4.7,2019-01-09,3.197,NA,pulse,60
3,4.7,2019-01-09,2.94,NA,pulse,60
3,3.2,2019-01-23,3.182,NA,pulse,100
3,3.2,2019-01-23,2.787,NA,pulse,100
3,3.2,2019-01-23,2.789,NA,pulse,100
3,3.2,2019-01-23,2.805,NA,pulse,100
3,3.2,2019-01-23,2.922,NA,pulse,100
3,3.2,2019-01-23,3.566,NA,pulse,100
3,4.1,2019-01-23,3.331,NA,pulse,60
3,4.1,2019-01-23,3.066,NA,pulse,60
3,4.1,2019-01-23,3.138,NA,pulse,60
3,1.1,2019-01-23,3.485,NA,constant,60
3,1.1,2019-01-23,3.528,NA,constant,60
3,2.1,2019-01-23,3.152,NA,constant,100
3,2.1,2019-01-23,3.459,NA,constant,100
3,2.1,2019-01-23,3.755,NA,constant,100
3,2.1,2019-01-23,3.02,NA,constant,100
3,2.1,2019-01-23,3.334,NA,constant,100
3,2.1,2019-01-23,3.457,NA,constant,100
3,4.7,2019-01-23,3.115,NA,pulse,60
3,4.7,2019-01-23,2.754,NA,pulse,60
3,4.7,2019-01-23,3.13,NA,pulse,60
3,2.6,2019-01-23,3.4,NA,constant,100
3,2.3,2019-01-23,3.028,NA,constant,100
3,1.5,2019-01-23,3.283,NA,constant,60
3,1.5,2019-01-23,2.346,NA,constant,60
3,2.4,2019-01-23,3.068,NA,constant,100
3,2.4,2019-01-23,2.985,NA,constant,100
3,2.4,2019-01-23,3.15,NA,constant,100
3,2.2,2018-11-28,3.66,NA,constant,100
3,2.2,2018-11-28,3.329,NA,constant,100
3,3.4,2018-11-28,3.198,NA,pulse,100
3,3.4,2018-11-28,3.018,NA,pulse,100
3,3.4,2018-11-28,3.149,NA,pulse,100
3,3.4,2018-11-28,3.378,NA,pulse,100
3,3.4,2018-11-28,3.123,NA,pulse,100
3,3.4,2018-11-28,3.05,NA,pulse,100
3,1.6,2018-12-01,3.475,NA,constant,60
3,2.6,2018-12-01,3.442,NA,constant,100
3,2.3,2018-12-01,2.804,NA,constant,100
3,4.3,2018-12-03,3.531,NA,pulse,60
3,3.4,2018-12-03,3.299,NA,pulse,100
3,4.4,2018-12-03,3.519,NA,pulse,60
3,4.2,2018-12-03,2.961,NA,pulse,60
3,3.2,2018-12-06,2.213,NA,pulse,100
3,3.2,2018-12-06,3.166,NA,pulse,100
3,1.5,2018-12-06,2.788,NA,constant,60
3,1.5,2018-12-06,2.801,NA,constant,60
3,1.5,2018-12-06,2.822,NA,constant,60
3,4.7,2018-12-06,3.151,NA,pulse,60
3,4.7,2018-12-06,3.235,NA,pulse,60
3,2.4,2018-12-06,3.01,NA,constant,100
3,2.4,2018-12-06,2.979,NA,constant,100
3,2.3,2018-12-06,2.989,NA,constant,100
3,2.3,2018-12-06,2.79,NA,constant,100
3,2.3,2018-12-06,3.328,NA,constant,100
3,2.6,2018-12-06,2.955,NA,constant,100
3,3.6,2018-12-06,2.985,NA,pulse,100
3,3.6,2018-12-06,2.939,NA,pulse,100
3,3.6,2018-12-06,3.127,NA,pulse,100
3,1.6,2018-12-06,2.983,NA,constant,60
3,1.6,2018-12-06,3.2,NA,constant,60
3,1.6,2018-12-06,2.807,NA,constant,60
3,1.6,2018-12-06,2.935,NA,constant,60
3,1.6,2018-12-06,2.869,NA,constant,60
3,4.3,2018-12-06,2.771,NA,pulse,60
3,4.3,2018-12-06,2.869,NA,pulse,60
3,4.3,2018-12-06,3.045,NA,pulse,60
3,1.4,2018-12-06,3.033,NA,constant,60
3,1.4,2018-12-06,2.988,NA,constant,60
3,1.4,2018-12-06,2.77,NA,constant,60
3,3.1,2018-12-06,3.049,NA,pulse,100
3,3.1,2018-12-06,2.988,NA,pulse,100
3,4.4,2018-12-06,3.164,NA,pulse,60
3,2.2,2018-12-06,3.573,NA,constant,100
3,3.6,2018-12-09,3.017,NA,pulse,100
3,2.6,2018-12-09,3.134,NA,constant,100
3,3.5,2018-12-09,3.102,NA,pulse,100
3,3.5,2018-12-09,2.868,NA,pulse,100
3,3.7,2018-12-09,2.717,NA,pulse,100
3,2.4,2018-12-09,3.248,NA,constant,100
3,2.5,2018-12-09,3.477,NA,constant,100
3,2.5,2018-12-09,3.641,NA,constant,100
3,1.6,2018-12-09,2.99,NA,constant,60
3,1.5,2018-12-09,2.321,NA,constant,60
3,1.4,2018-12-09,2.172,NA,constant,60
3,1.4,2018-12-09,3.133,NA,constant,60
3,1.4,2018-12-09,3.719,NA,constant,60
3,1.1,2018-12-09,2.722,NA,constant,60
3,4.3,2018-12-09,2.626,NA,pulse,60
3,4.2,2018-12-09,2.51,NA,pulse,60
3,4.1,2018-12-09,2.414,NA,pulse,60
3,4.1,2018-12-09,2.772,NA,pulse,60
3,4.1,2018-12-09,2.936,NA,pulse,60
3,4.1,2018-12-09,2.712,NA,pulse,60
3,4.1,2018-12-12,2.328,NA,pulse,60
3,4.2,2018-12-12,2.697,NA,pulse,60
3,4.2,2018-12-12,2.957,NA,pulse,60
3,2.4,2018-12-12,2.738,NA,constant,100
3,2.4,2018-12-12,2.984,NA,constant,100
3,2.4,2018-12-12,3.264,NA,constant,100
3,2.4,2018-12-12,2.894,NA,constant,100
3,1.6,2018-12-12,2.792,NA,constant,60
3,3.7,2018-12-12,3.252,NA,pulse,100
3,1.1,2018-12-12,3.214,NA,constant,60
3,1.1,2018-12-12,3.034,NA,constant,60
3,1.1,2018-12-12,3.099,NA,constant,60
3,3.1,2018-12-15,2.427,NA,pulse,100
3,4.1,2018-12-15,2.82,NA,pulse,60
3,4.1,2018-12-15,2.349,NA,pulse,60
3,2.5,2018-12-15,3.217,NA,constant,100
3,2.4,2018-12-15,2.975,NA,constant,100
3,2.4,2018-12-15,3.119,NA,constant,100
3,2.2,2018-12-15,3.167,NA,constant,100
3,2.2,2018-12-15,3.543,NA,constant,100
3,2.2,2018-12-15,3.246,NA,constant,100
3,2.2,2018-12-15,3.246,NA,constant,100
3,2.2,2018-12-15,2.952,NA,constant,100
3,1.1,2018-12-15,3.645,NA,constant,60
3,1.1,2018-12-15,3.508,NA,constant,60
3,2.1,2018-12-18,3.088,NA,constant,100
3,2.2,2018-12-18,2.836,NA,constant,100
3,2.2,2018-12-18,2.901,NA,constant,100
3,2.2,2018-12-18,2.836,NA,constant,100
3,2.2,2018-12-18,3.035,NA,constant,100
3,1.2,2018-12-18,2.902,NA,constant,60
3,1.2,2018-12-18,3.117,NA,constant,60
3,3.4,2018-12-18,2.951,NA,pulse,100
3,3.4,2018-12-18,2.819,NA,pulse,100
3,3.4,2018-12-18,3.188,NA,pulse,100
3,3.4,2018-12-18,2.968,NA,pulse,100
3,3.4,2018-12-18,2.875,NA,pulse,100
3,3.4,2018-12-18,3.215,NA,pulse,100
3,3.4,2018-12-18,3.049,NA,pulse,100
3,2.6,2018-12-18,3.672,NA,constant,100
3,2.6,2018-12-18,3.17,NA,constant,100
3,3.7,2018-12-18,2.969,NA,pulse,100
3,4.1,2018-12-18,3.281,NA,pulse,60
3,4.1,2018-12-18,3.059,NA,pulse,60
3,4.4,2018-12-21,3.545,NA,pulse,60
3,4.4,2018-12-21,3.42,NA,pulse,60
3,3.4,2018-12-21,2.64,NA,pulse,100
3,3.4,2018-12-21,2.754,NA,pulse,100
3,3.4,2018-12-21,3.018,NA,pulse,100
3,3.4,2018-12-21,3.05,NA,pulse,100
3,3.4,2018-12-21,2.799,NA,pulse,100
3,3.4,2018-12-21,3.076,NA,pulse,100
3,3.4,2018-12-21,2.533,NA,pulse,100
3,3.4,2018-12-21,3.171,NA,pulse,100
3,3.4,2018-12-21,3.273,NA,pulse,100
3,3.4,2018-12-21,2.82,NA,pulse,100
3,3.3,2018-12-21,3.286,NA,pulse,100
3,2.3,2018-12-21,2.492,NA,constant,100
3,2.2,2018-12-21,2.808,NA,constant,100
3,2.2,2018-12-21,2.744,NA,constant,100
3,2.2,2018-12-21,2.313,NA,constant,100
3,2.1,2018-12-21,3.137,NA,constant,100
3,2.1,2018-12-21,3.156,NA,constant,100
3,2.1,2018-12-21,3.529,NA,constant,100
3,1.1,2018-12-21,2.475,NA,constant,60
3,1.1,2018-12-21,2.625,NA,constant,60
3,1.3,2018-12-21,2.869,NA,constant,60
3,1.3,2018-12-21,2.926,NA,constant,60
3,4.4,2018-12-30,2.922,NA,pulse,60
3,4.4,2018-12-30,2.248,NA,pulse,60
3,4.4,2018-12-30,2.69,NA,pulse,60
3,4.3,2018-12-30,2.656,NA,pulse,60
3,4.3,2018-12-30,2.909,NA,pulse,60
3,4.3,2018-12-30,3.23,NA,pulse,60
3,4.3,2018-12-30,2.984,NA,pulse,60
3,4.3,2018-12-30,2.935,NA,pulse,60
3,3.7,2018-12-30,2.989,NA,pulse,100
3,3.6,2018-12-30,2.824,NA,pulse,100
3,3.6,2018-12-30,2.92,NA,pulse,100
3,3.6,2018-12-30,1.951,NA,pulse,100
3,3.6,2018-12-30,2.41,NA,pulse,100
3,3.6,2018-12-30,2.71,NA,pulse,100
3,3.4,2018-12-30,2.913,NA,pulse,100
3,3.4,2018-12-30,2.7,NA,pulse,100
3,3.2,2018-12-30,3.017,NA,pulse,100
3,3.2,2018-12-30,2.98,NA,pulse,100
3,3.2,2018-12-30,3.121,NA,pulse,100
3,3.2,2018-12-30,3.043,NA,pulse,100
3,3.2,2018-12-30,3.265,NA,pulse,100
3,3.1,2018-12-30,2.936,NA,pulse,100
3,3.1,2018-12-30,2.991,NA,pulse,100
3,3.1,2018-12-30,3.13,NA,pulse,100
3,3.1,2018-12-30,3.558,NA,pulse,100
3,3.1,2018-12-30,2.967,NA,pulse,100
3,3.1,2018-12-30,3.362,NA,pulse,100
3,3.1,2018-12-30,2.823,NA,pulse,100
3,2.6,2018-12-30,2.712,NA,constant,100
3,2.6,2018-12-30,3.426,NA,constant,100
3,2.6,2018-12-30,3.007,NA,constant,100
3,2.4,2018-12-30,2.771,NA,constant,100
3,2.5,2018-12-30,3.082,NA,constant,100
3,2.5,2018-12-30,2.891,NA,constant,100
3,2.5,2018-12-30,3.479,NA,constant,100
3,2.5,2018-12-30,3.246,NA,constant,100
3,2.5,2018-12-30,3.262,NA,constant,100
3,2.5,2018-12-30,3.361,NA,constant,100
3,2.5,2018-12-30,3.214,NA,constant,100
3,1.2,2018-12-30,2.688,NA,constant,60
3,1.2,2018-12-30,2.717,NA,constant,60
3,1.2,2018-12-30,2.657,NA,constant,60
3,1.2,2018-12-30,2.742,NA,constant,60
3,1.2,2018-12-30,2.81,NA,constant,60
3,1.6,2018-12-30,2.92,NA,constant,60
3,1.6,2018-12-30,2.981,NA,constant,60
3,1.6,2018-12-30,3.15,NA,constant,60
3,1.4,2018-12-30,3.445,NA,constant,60
3,4.2,2018-12-30,2.838,NA,pulse,60
3,1.3,2018-12-30,2.692,NA,constant,60
3,1.3,2018-12-30,3.059,NA,constant,60
